ResponseId,WaveYear,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Gender,Age,Formal Education,Degree Status,Major,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Q31_NPS_GROUP,Competition NPS,Q33_1,Q33_2,Q33_3,Q33_4,Prepared_Environment,Prepared_Rules,Prepared_Role,Prepared_Actions,Prepared_Communication,Prepared_Ethics,Scenario_Iterate,Scenario_OptionSelect_ParentTopics,Team ID,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,OC-1,OC-2,OC-3,OC-4,OC-5,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q27_NPS_GROUP,Q27,Q28_NPS_GROUP,Q28,Q29_NPS_GROUP,Q29
R_1lp1k5iqRdqWfEl,5.0,10/25/2020 18:07,10/25/2020 18:21,0,142.129.143.236,25,884,0,11/1/2020 17:21,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,3,5,2,7,0,5,3,10,,,,,0.81,0.41,1.0,0.83,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2pRV2u7gac3zYQz,5.0,10/25/2020 18:06,10/25/2020 18:33,0,136.24.87.102,36,1597,0,11/1/2020 17:33,,,,,,,anonymous,EN,1,1,4,1,5,"I have a degree in CS, but am getting an Advanced Cybersecurity Certificate from CCSF",7,5,1,3,6,7,3,9,,,,,1.0,1.0,1.0,0.86,1.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3khyXSTzodQFqId,5.0,10/25/2020 18:06,10/25/2020 18:36,0,76.86.80.7,25,1793,0,11/1/2020 17:36,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science with Business Applications,2,4,1,2,0,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VBGiOZtmB6QxGB,5.0,10/25/2020 18:07,10/25/2020 18:39,0,76.168.107.124,34,1901,0,11/1/2020 17:39,,,,,,,anonymous,EN,1,2,1,1,1,Computer Information Systems,1,4,,3,0,7,3,10,,,,,0.5,1.0,1.0,0.7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1i4iFcbcLELQwKE,5.0,10/25/2020 18:07,10/25/2020 18:44,0,104.10.237.125,26,2246,0,11/1/2020 17:45,,,,,,,anonymous,EN,1,2,1,3,1,Business,3,4,2,3,6,4,2,8,,,,,0.51,0.51,0.5,0.51,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Av2l5gqJ0cf13H,5.0,11/8/2020 14:36,11/8/2020 14:40,0,71.207.15.189,100,232,1,11/8/2020 14:40,,,,,40.7957000732421875,-77.86180115,anonymous,EN,1,2,1,1,3,CS,5,7,0,0,2,,2,8,,,,,0.4,0.1,0.73,0.32,0.89,0.06,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1OHv1JVNfO4tfcL,5.0,11/8/2020 14:36,11/8/2020 14:40,0,71.207.15.189,100,225,1,11/8/2020 14:40,,,,,40.7957000732421875,-77.86180115,anonymous,EN,3,4,13,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_UnjCibtS5GmDp3H,5.0,11/8/2020 14:36,11/8/2020 14:40,0,68.32.3.26,100,207,1,11/8/2020 14:40,,,,,42.6013031005859375,-83.1780014,anonymous,EN,1,1,1,1,3,Computer Science with Software Engineering ,,3,,5,0,7,3,10,,,,,0.32,0.99,0.82,0.76,0.84,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_10w36FvHAFPwxM7,5.0,11/8/2020 14:37,11/8/2020 14:41,0,204.137.234.59,100,258,1,11/8/2020 14:41,,,,,45.00280762,-68.64309692,anonymous,EN,1,2,1,1,1,Electrical Engineering and Math,4,3,2,6,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Y3Q1hg1MnLnhdmx,5.0,11/8/2020 14:39,11/8/2020 14:44,0,142.127.235.160,100,300,1,11/8/2020 14:44,,,,,43.676300048828125,-79.48500061,anonymous,EN,1,2,1,1,1,Comp sci,,,,0,,,3,10,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3iqayjDqEXapyNU,5.0,11/8/2020 14:37,11/8/2020 14:45,0,99.232.136.111,100,453,1,11/8/2020 14:45,,,,,43.9228057861328125,-78.94120026,anonymous,EN,1,2,1,3,3,Networking,5,6,2,7,4,7,3,10,,,,,0.8,1.0,0.71,1.0,0.54,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_10qm3C7RuUJiXXI,5.0,11/8/2020 14:37,11/8/2020 14:45,0,204.137.233.191,100,483,1,11/8/2020 14:45,,,,,45.00280762,-68.64309692,anonymous,EN,1,2,1,1,3,Computer Engineering,1,2,,4,,0,3,10,,,,,0.2,,,0.26,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_r2pZR9fXLPrOhK9,5.0,11/8/2020 14:36,11/8/2020 14:45,0,70.188.170.208,100,535,1,11/8/2020 14:45,,,,,41.70410156,-72.67900085,anonymous,EN,1,2,1,3,4,Cybersecurity and networks,4,5,2,5,7,7,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rAQ38WaZGdlcLG,5.0,11/8/2020 14:37,11/8/2020 14:46,0,45.43.19.91,100,534,1,11/8/2020 14:46,,,,,42.7469940185546875,-73.75270081,anonymous,EN,1,2,2,4,1,Cybersecurity,3,2,1,5,3,7,2,8,,,,,0.2,0.2,0.2,0.2,0.2,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3sAiaPI7Anga4pj,5.0,11/8/2020 14:37,11/8/2020 14:46,0,69.207.90.70,100,558,1,11/8/2020 14:46,,,,,44.55419922,-69.61789703,anonymous,EN,1,1,1,1,1,Computer engineering ,,2,,2,0,4,3,9,,,,,0.41,0.5,0.7,0.4,0.32,0.35,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_8pqj5FGgBBxAT8l,5.0,11/8/2020 14:36,11/8/2020 14:47,0,73.227.34.250,100,651,1,11/8/2020 14:47,,,,,41.2686004638671875,-72.96510315,anonymous,EN,1,2,1,4,3,"Computer Science, Cybersecurity",6,4,3,7,7,7,3,10,,,,,0.76,1.0,1.0,0.52,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kAKXoRpHRUE84u,5.0,11/8/2020 14:36,11/8/2020 14:47,0,103.88.223.231,100,642,1,11/8/2020 14:47,,,,,19.074798583984375,72.8856048583984375,anonymous,EN,1,2,2,2,4,Computing Security,0,3,,4,7,7,3,10,,,,,0.72,0.72,0.74,0.73,0.82,0.82,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2YldchHabUzCpmq,5.0,11/8/2020 14:37,11/8/2020 14:50,0,172.58.228.205,100,785,1,11/8/2020 14:50,,,,,40.849395751953125,-73.9016037,anonymous,EN,1,2,1,1,3,Cs,3,3,0,1,7,7,3,10,,,,,0.81,0.82,0.82,1.0,0.87,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_OBgEErBWaVG6npT,5.0,11/8/2020 14:37,11/8/2020 14:52,0,74.78.187.19,100,870,1,11/8/2020 14:52,,,,,44.94299316,-68.67500305,anonymous,EN,1,2,1,1,3,Computer Engineering,5,3,1,4,0,4,2,8,,,,,0.81,1.0,0.95,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VxehaVkqN016Jr,5.0,11/8/2020 14:37,11/8/2020 14:56,0,8.9.83.238,100,1178,1,11/8/2020 14:56,,,,,43.22070313,-77.59919739,anonymous,EN,1,2,2,4,4,Computing Security,3,4,1,3,7,7,3,10,,,,,0.05,0.15,0.7,0.2,0.05,0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1fkCCZDDpAiO3T1,5.0,11/8/2020 14:37,11/8/2020 15:09,0,174.62.235.119,100,1935,1,11/8/2020 15:09,,,,,42.3473968505859375,-71.15820313,anonymous,EN,1,2,1,1,3,Computer Science,7,1,1,5,0,2,3,10,,,,,0.44,0.18,0.43,0.11,0.16,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2z6bIqSa1feVY0y,5.0,11/1/2020 15:12,11/1/2020 15:13,0,174.198.76.176,23,81,0,11/8/2020 15:13,,,,,,,anonymous,EN,1,2,1,4,3,Cyber Operations,7,6,2,1,7,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24o1gSNt3fC7PNT,5.0,11/1/2020 15:13,11/1/2020 15:14,0,97.80.239.66,4,12,0,11/8/2020 15:14,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3CCmuOvO675XTgx,5.0,11/1/2020 15:12,11/1/2020 15:14,0,173.79.200.121,4,103,0,11/8/2020 15:14,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HTc3tMP8ffS1EU,5.0,11/1/2020 15:11,11/1/2020 15:14,0,72.65.55.64,25,205,0,11/8/2020 15:15,,,,,,,qr,EN,1,2,1,2,3,Computer Engineering,3,2,0,3,4,2,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3MKCu9pMHfuix47,5.0,11/1/2020 15:12,11/1/2020 15:15,0,74.109.193.58,49,190,0,11/8/2020 15:15,,,,,,,anonymous,EN,1,2,1,2,4,Information Security,3,2,2,7,7,7,2,7,,,,,0.72,0.42,0.69,0.7,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Et9UBsOVRnSbKs,5.0,11/1/2020 15:11,11/1/2020 15:15,0,184.83.121.239,23,238,0,11/8/2020 15:16,,,,,,,qr,EN,1,2,1,3,3,Cyber operations ,2,3,1,5,7,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QaqWiObW5a1fNt,5.0,11/1/2020 15:12,11/1/2020 15:16,0,38.95.243.145,36,253,0,11/8/2020 15:17,,,,,,,anonymous,EN,1,2,2,2,2,Information Assurance,7,3,0,2,2,2,3,10,,,,,0.89,0.95,0.93,0.83,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_pGAx7Y20qwlkWCB,5.0,11/1/2020 15:17,11/1/2020 15:23,0,74.109.193.58,58,352,0,11/8/2020 15:24,,,,,,,anonymous,EN,1,2,1,2,4,Information Security,3,2,2,7,7,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1OUcyezts6bb2bi,5.0,11/1/2020 15:13,11/1/2020 15:28,0,68.61.239.251,51,892,0,11/8/2020 15:28,,,,,,,anonymous,EN,1,2,5,2,1,Computer Networking and Cybersecurity,1,1,,3,7,7,3,9,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_SHQOc9fYnM6PWx3,5.0,11/1/2020 15:11,11/1/2020 15:29,0,98.221.229.178,36,1071,0,11/8/2020 15:29,,,,,,,anonymous,EN,1,2,1,2,1,Computer Science with track in Cyber Operations,4,4,0,2,2,1,3,10,,,,,0.45,0.95,0.95,0.5,0.4,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ozi5zjstGKx8n8,5.0,11/8/2020 14:36,11/8/2020 14:36,0,172.101.190.194,4,32,0,11/15/2020 14:37,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Zi3gu96EDjQ4b7,5.0,11/8/2020 14:37,11/8/2020 14:37,0,174.229.135.18,4,21,0,11/15/2020 14:37,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1hGwfsUpfX7tdqK,5.0,11/8/2020 14:37,11/8/2020 14:37,0,23.105.134.162,4,13,0,11/15/2020 14:38,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fZvLUoe948IZ9k,5.0,11/8/2020 14:37,11/8/2020 14:38,0,108.170.185.68,4,33,0,11/15/2020 14:38,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Y56SzFz7nvc9oG,5.0,11/8/2020 14:36,11/8/2020 14:37,0,174.229.137.52,23,86,0,11/15/2020 14:38,,,,,,,anonymous,EN,3,2,1,4,1,Cybersecurity ,4,3,1,7,4,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2S9qNjfnHBqDDSs,5.0,11/8/2020 14:37,11/8/2020 14:38,0,71.207.15.189,62,116,0,11/15/2020 14:38,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1MRFZ0FxXn4WGVX,5.0,11/8/2020 14:37,11/8/2020 14:38,0,204.137.234.113,85,95,0,11/15/2020 14:39,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kozwUTz9fZOsXz,5.0,11/8/2020 14:37,11/8/2020 14:40,0,76.78.66.32,4,219,0,11/15/2020 14:41,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_WcVThb7uCx8bYwV,5.0,11/8/2020 14:36,11/8/2020 14:40,0,107.179.234.111,25,258,0,11/15/2020 14:41,,,,,,,anonymous,EN,1,2,1,1,3,Computer science,0,3,,2,0,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2zj268WhQyBNw9C,5.0,11/8/2020 14:36,11/8/2020 14:40,0,99.231.105.193,23,258,0,11/15/2020 14:41,,,,,,,anonymous,EN,1,2,1,2,4,Computer Engineering,1,3,0,0,3,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1irgNXAQAFBH3co,5.0,11/8/2020 14:37,11/8/2020 14:41,0,174.63.121.251,36,203,0,11/15/2020 14:42,,,,,,,anonymous,EN,1,4,1,3,3,Computer Engineering,4,4,2,4,2,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_uvTf55LH8FXunJf,5.0,11/8/2020 14:37,11/8/2020 14:41,0,204.137.234.189,47,252,0,11/15/2020 14:43,,,,,,,anonymous,EN,1,2,1,1,3,Computer Engineering,1,3,0,3,,3,1,5,,,,,0.4,0.81,0.81,0.67,0.6,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gT9WGZd4PtW8ym,5.0,11/8/2020 14:36,11/8/2020 14:43,0,47.184.18.183,21,427,0,11/15/2020 14:44,,,,,,,anonymous,EN,1,1,1,2,4,Computing Security,2,3,1,3,4,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31EM7tJjhKCi6Je,5.0,11/8/2020 14:37,11/8/2020 14:42,0,74.111.45.113,36,320,0,11/15/2020 14:44,,,,,,,anonymous,EN,1,1,2,3,4,cyber security,6,6,1,5,7,7,3,10,,,,,0.6,0.68,0.64,0.64,0.78,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,
R_tL4QttIyotKt6sV,5.0,11/8/2020 14:37,11/8/2020 14:42,0,99.234.106.98,25,319,0,11/15/2020 14:44,,,,,,,anonymous,EN,1,2,1,3,3,Networking and IT Security,3,2,1,,4,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2UbzSJdeIIP2BSF,5.0,11/8/2020 14:36,11/8/2020 14:45,0,99.231.248.248,26,559,0,11/15/2020 14:46,,,,,,,anonymous,EN,1,2,3,2,4,Cybersecurity,0,3,1,3,3,1,2,8,,,,,0.61,0.5,0.65,0.47,0.78,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
R_32LvpkBXbyZdDcO,5.0,11/8/2020 14:37,11/8/2020 14:46,0,173.32.16.180,34,582,0,11/15/2020 14:47,,,,,,,anonymous,EN,1,2,2,1,4,Computer Systems Technology,0,4,,1,0,7,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_AmkIrqNhR3jTfXj,5.0,11/8/2020 14:38,11/8/2020 14:48,0,136.36.110.190,89,610,0,11/15/2020 14:49,,,,,,,anonymous,EN,1,4,1,1,1,,0,2,,4,,,3,9,,,,,0.8,1.0,0.9,0.7,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jH4XqajsGEKEOq,5.0,11/8/2020 14:37,11/8/2020 14:52,0,73.234.165.144,60,937,0,11/15/2020 14:53,,,,,,,anonymous,EN,1,2,1,2,4,Cybersecurity and Networks,,3,,7,5,7,3,10,,,,,0.3,0.71,0.61,0.45,0.76,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3imqzgniA4ZBdsA,5.0,11/8/2020 14:36,11/8/2020 14:56,0,173.33.108.32,21,1206,0,11/15/2020 14:57,,,,,,,anonymous,EN,1,2,1,1,3,Networking and IT Security,2,3,0,2,1,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3GCTXenXTwYJdtY,5.0,11/8/2020 14:37,11/8/2020 14:57,0,24.29.50.93,62,1202,0,11/15/2020 14:57,,,,,,,anonymous,EN,1,2,1,2,1,,3,7,3,3,2,7,3,10,,,,,1.0,0.88,0.88,0.88,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ESa7QY3KjTLteO,5.0,11/8/2020 14:48,11/8/2020 15:03,0,47.184.18.183,36,902,0,11/15/2020 15:03,,,,,,,anonymous,EN,1,1,1,2,4,Computing Security,2,2,1,3,4,5,3,10,,,,,0.69,0.71,0.9,0.91,1.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HUrSg2SRxnJz5Y,5.0,11/8/2020 15:05,11/8/2020 15:06,0,195.154.38.231,4,10,0,11/15/2020 15:06,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_YSTLCvLdiO9c1Db,5.0,11/8/2020 15:24,11/8/2020 15:33,0,107.190.100.47,36,558,0,11/15/2020 15:33,,,,,,,anonymous,EN,1,2,2,1,3,Network Engineering,1,,,4,,2,3,10,,,,,0.29,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2xMqJUlmk3jFVUi,5.0,11/22/2020 9:05,11/22/2020 9:10,0,156.67.32.151,100,260,1,11/22/2020 9:10,,,,,51.306793212890625,0.373596191,qr,EN,1,1,1,3,3,BSc (Hons) Forensic Computing & Security,2,2,1,1,4,1,1,6,,,,,0.8,0.8,0.8,0.8,0.9,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1CqdG6cIig2yIYR,5.0,11/22/2020 9:05,11/22/2020 9:11,0,193.11.162.55,100,355,1,11/22/2020 9:11,,,,,58.391204833984375,13.84509277,anonymous,EN,1,2,2,3,3,Network and system administration,6,5,5,7,6,7,3,10,,,,,0.61,1.0,0.5,1.0,0.61,0.51,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3P4tDSOyBb44tM2,5.0,11/22/2020 9:05,11/22/2020 9:12,0,89.176.11.210,100,441,1,11/22/2020 9:12,,,,,49.232696533203125,16.644195556640625,anonymous,EN,1,2,1,4,4,Information security,2,2,1,3,7,2,3,10,,,,,0.61,0.9,1.0,0.35,0.7,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uI0kam6cLLsiEw,5.0,11/22/2020 9:05,11/22/2020 9:17,0,188.148.204.172,100,687,1,11/22/2020 9:17,,,,,57.7071990966796875,11.96679688,anonymous,EN,1,2,4,3,1,Computer Science,1,4,0,2,7,7,2,8,,,,,0.3,0.31,0.24,0.32,0.39,0.77,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HzYtwiPP0w9I4j,5.0,11/22/2020 9:05,11/22/2020 9:18,0,82.14.69.12,100,736,1,11/22/2020 9:18,,,,,51.76550293,-0.448196411,qr,EN,3,2,1,2,1,Cyber Security,2,4,1,3,4,1,2,8,,,,,0.05,0.85,0.5,0.3,0.75,0.25,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3MRM8mRjygqmMne,5.0,11/22/2020 9:05,11/22/2020 9:20,0,213.175.51.1,100,876,1,11/22/2020 9:20,,,,,49.266693115234375,16.600006103515625,anonymous,EN,1,2,1,2,4,Information Security,3,3,0,2,4,1,2,7,,,,,0.6,0.7,0.6,0.8,0.6,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Q3ZAUjkOh3kWWO,5.0,11/22/2020 9:06,11/22/2020 9:20,0,83.248.116.157,100,826,1,11/22/2020 9:20,,,,,57.646697998046875,11.9293975830078125,anonymous,EN,1,2,3,2,4,Computer Engineer,7,7,6,2,7,7,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Rr7VcI4s2gyTPU,5.0,11/22/2020 9:06,11/22/2020 9:20,0,185.227.170.1,100,841,1,11/22/2020 9:20,,,,,48.16650391,17.57519531,anonymous,EN,1,2,1,4,4,Information Security,2,2,,3,6,3,2,8,,,,,0.8,0.72,0.72,0.7,0.47,0.86,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CJ84058FtyzTgd,5.0,11/22/2020 9:05,11/22/2020 9:25,0,80.216.67.121,100,1168,1,11/22/2020 9:25,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,1,2,2,3,4,Computer Security MSc.,1,3,0,4,7,6,2,7,,,,,0.32,1.0,0.46,0.7,0.41,0.77,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_BOZl5r3kkemyRBn,5.0,11/22/2020 9:05,11/22/2020 9:30,0,46.239.117.120,100,1481,1,11/22/2020 9:30,,,,,57.7071990966796875,11.96679688,anonymous,EN,1,2,2,1,4,"I do masters degree in Computer Systems and Networks, and in all my elective courses I have picked security. I guess that means my ""major"" would be cybersecurity if we hand majors in Sweden! :)",1,2,0,3,2,2,3,10,,,,,0.5,1.0,1.0,0.9,0.4,0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_s5mlilS0NBwhKrn,5.0,11/22/2020 9:07,11/22/2020 9:43,0,89.102.207.120,100,2133,1,11/22/2020 9:43,,,,,49.232696533203125,16.644195556640625,anonymous,EN,1,2,1,3,1,none,,3,2,5,0,7,3,9,,,,,0.7,0.9,0.7,0.8,0.8,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_Dkp5MSA3cBM8drj,5.0,11/22/2020 9:06,11/22/2020 9:07,0,194.66.75.118,4,59,0,11/29/2020 9:07,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1dyjU1DDeapf66t,5.0,11/22/2020 9:05,11/22/2020 9:17,0,80.4.196.173,75,710,0,11/29/2020 9:18,,,,,,,qr,EN,3,2,2,1,1,Forensic Computing and Security,,2,,2,0,3,2,7,,,,,0.2,1.0,0.5,0.35,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1F3AEohAYNkv1kX,5.0,11/22/2020 9:05,11/22/2020 9:36,0,46.239.110.171,36,1865,0,11/29/2020 9:36,,,,,,,anonymous,EN,1,2,1,2,4,High Performance Computer Systems,,3,,1,,,2,8,,,,,0.71,0.83,0.31,0.6,0.18,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2TpLNBcdw8hS6og,5.0,1/10/2021 13:36,1/10/2021 13:39,0,104.10.237.125,100,125,1,1/10/2021 13:39,,,,,34.0915069580078125,-118.1306992,qr,EN,1,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2XmKyDygCs1wtUn,5.0,1/10/2021 13:37,1/10/2021 13:40,0,68.180.86.244,100,156,1,1/10/2021 13:40,,,,,43.0800933837890625,-77.63420105,qr,EN,1,1,2,2,4,Computing Security,4,4,0,3,6,7,3,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_20sLLGARngreX05,5.0,1/10/2021 13:36,1/10/2021 13:42,0,98.183.5.43,100,311,1,1/10/2021 13:42,,,,,30.3737030029296875,-87.31259918,qr,EN,1,2,1,3,3,Cyber Security,2,5,1,2,5,6,2,8,,,,,0.81,0.91,0.92,0.92,0.82,0.73,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3oC19jkERZEpGdC,5.0,1/10/2021 13:36,1/10/2021 13:43,0,74.109.193.58,100,377,1,1/10/2021 13:43,,,,,40.432403564453125,-79.92469788,qr,EN,1,2,1,2,4,Information security,2,3,,3,7,2,3,9,,,,,0.74,0.99,0.64,0.69,0.92,0.92,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_25LWnmtzZ7TeRlL,5.0,1/10/2021 13:37,1/10/2021 13:43,0,37.25.46.152,100,315,1,1/10/2021 13:43,,,,,51.09350586,0.5402069091796875,qr,EN,1,1,1,3,3,BSc (Hons) Forensic Computing & Security ,3,2,,1,4,1,3,9,,,,,0.8,1.0,0.95,0.8,0.95,0.95,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ts33wFC5ysT3L7,5.0,1/10/2021 13:37,1/10/2021 13:44,0,46.22.102.94,100,391,1,1/10/2021 13:44,,,,,64.1428985595703125,-21.94470215,anonymous,EN,1,1,1,1,4,Information Security,4,2,3,7,7,2,3,10,,,,,0.5,0.5,0.48,0.49,0.5,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_5mrz5fsJmPbj4I1,5.0,1/10/2021 13:37,1/10/2021 13:44,0,73.241.104.109,100,417,1,1/10/2021 13:44,,,,,37.7505950927734375,-122.4121017,qr,EN,1,2,3,3,5,Cybersecurity (certificate program),4,4,0,2,4,7,3,10,,,,,0.75,0.89,0.91,0.87,0.89,0.92,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_e2QPHw5RqxOXcJP,5.0,1/10/2021 13:37,1/10/2021 13:44,0,188.247.79.209,100,428,1,1/10/2021 13:44,,,,,31.9521942138671875,35.938995361328125,qr,EN,1,1,1,4,3,Network and information security engineering,3,2,,4,7,7,3,9,,,,,0.25,1.0,0.77,0.36,0.86,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_vBJTvF1CSTMiYqB,5.0,1/10/2021 13:37,1/10/2021 13:44,0,172.58.92.86,100,450,1,1/10/2021 13:44,,,,,37.7183074951171875,-122.4103012,qr,EN,1,2,1,3,1,,2,4,1,3,2,4,3,10,,,,,1.0,1.0,1.0,0.8,0.62,0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ezB7I8mCyWZiJS,5.0,1/10/2021 13:37,1/10/2021 13:44,0,172.58.21.183,100,435,1,1/10/2021 13:44,,,,,34.006805419921875,-118.2559967,qr,EN,1,2,1,1,3,,2,3,2,5,4,3,2,7,,,,,0.42,0.34,0.51,0.51,0.4,0.54,2,,,,,,,,,,,,,,,,,,,,,,,,,
